kivjautik	ki+(vja)+uti+k
qanurittuni	qa+nur+(ittu)+ni
havakvik	hav+ak+(vi)+k
ingilradjutikhanik	i+ngi+(lradj)+utikh+a+nik
pigaaqtuq	pi+(ga)+a+qtuq
naunaipkuhiqtaa	na+una+ip+k+(uhi)+qtaa
millalauqtuq	mi+(llala)+u+qtuq
qalluti	qa+ll+(uti)
nukariit	nu+(kari)+it
mikinnuarjuk	miki+(nnu)+ar+ju+k
quriiqtaq	qu+(riiq)+taq
aluijarvik	a+lu+(ija)+rvik
nipin’ngajuq	n+ip+(in’)+nga+juq
uqamiluktuq	uqa+(milu)+kt+uq
akiraqtuqtuq	aki+ra+(qtu)+qtuq
pihiq	pi+(hi)+q
malrijuq	mal+(r)+i+j+uq
ammak	a+(mma)+k
nuvujalaqijuq	nuvu+(j)+alaqi+juq
aumait	auma+(i)+t
ublukittuq	ub+lu+(ki)+tt+uq
manikhamingnik	man+ik+ha+(mi)+ng+nik
naunaitkutikhamik	naun+ai+(tku)+t+ikha+mik
qilak	qi+(la)+k
inungnulu	inu+(ngnu)+lu
piqutini	pi+(q)+uti+ni
uliktaa	u+(li)+kt+a+a
aarlungajuq	a+(arlu)+nga+juq
hiqanaakhiun	hiqan+a+a+k+hi+(un)
tupiq	tu+p+(i)+q
paipaut	pa+(ipa)+ut
ilaranaittuq	i+(larana)+ittuq
qaritauyaliqidjutingit	qa+r+it+auyal+iq+(idjut)+i+ngit
ilaruhiq	i+la+(ruhi)+q
kublu	ku+(blu)
aunginnannguqtuq	a+(ung)+in+nanngu+qtuq
pijumajuq	p+ij+u+(ma)+j+uq
pingahuuyut	pi+(ngahu)+uyut
hangujuq	ha+(ngu)+j+uq
qiqaujuq	qi+(qa)+u+juq
aqittuq	a+(q)+ittuq
aqpattuq	a+(qpa)+tt+uq
kappuutit	ka+(ppuut)+it
aikhiutijaa	(aikhi)+utijaa
hinaaguuqtuq	hi+na+(aguu)+qtuq
nurrakhaq	nur+ra+(kh)+aq
titirauyaqhimanikkullu	tit+irauya+(qhima)+nik+kul+lu
umayuliqiyitkuni	(umayu)+liq+iyit+ku+ni
aittuutikhat	a+(ittu)+utikh+at
kitautiqtuq	ki+(taut)+i+qtuq
naammaktuq	naamma+(ktu)+q
auviuqtuq	(auvi)+u+qtuq
taijuq	ta+(i)+j+uq
uqallautivaklugit	uqa+(lla)+uti+vak+lu+git
timigiyaat	ti+(migiya)+at
hunngittuq	(hu)+nng+ittuq
uqaqti	uq+aqt+(i)
aalliraq	aall+(ir)+aq
aulajjun	aula+(jju)+n
iniruajuq	ini+(rua)+j+uq
taqtu	ta+(qtu)
ahiaq	a+(hi)+aq
nguyat	(nguya)+t
nutiblik	nu+(tib)+lik
hunamik	hu+na+(mi)+k
qanuq taivakpiuk	qa+(nuq )+tai+vak+pi+uk
qipijaa	qi+(pi)+jaa
naitumik	na+(i)+tu+mik
tujami	tu+(ja)+mi
apittiujuq	a+pit+(ti)+u+juq
nutanguqtiqninik	n+uta+(ngu)+qtiq+ni+nik
ijarluktuq	i+(jarlu)+kt+uq
majuraqtuq	ma+j+u+(ra)+qtuq
kapijaa	ka+(pi)+jaa
nuuttuq	nu+(u)+tt+uq
nunamiitilutin	nuna+(miiti)+lutin
ajuqtuq	a+(ju)+qtuq
nakahua	na+ka+(hua)
humungauliqtunik	hum+ung+(au)+liq+tu+nik
tangmaarnikkutlu	t+ang+ma+(ar)+nik+kut+lu
ikaaknikharnik	ik+a+ak+(ni)+khar+nik
qanniqtuq	qa+(nni)+qtuq
iquutikhauti	i+qu+(utikha)+uti
havaktukharnik	hav+akt+(u)+khar+nik
tamatkirahuaqhugit	t+ama+(tkirahuaq)+hu+git
abluqtuq	a+(blu)+qtuq
angajugiit	ang+aju+(gi)+it
ainnuaq	a+(innu)+aq
ungahiktumit	ung+a+(hiktumi)+t
utirniaqtutin	u+(tir)+ni+aqtu+t+in
agluraqtuq	a+glu+(r)+a+qtuq
aaniqtailiniqmut	a+a+niq+ta+(ili)+niq+mut
aluaq	a+lu+(a)+q
hitaman	(hitama)+n
iglaqtittijuq	igl+a+(qtitti)+j+uq
ih	i+(h)
kapurhirvia	k+apur+hirv+(ia)
niuvvaajuq	ni+uv+(vaa)+j+uq
katimayuarutmi	kat+ima+(yuar)+ut+mi
ingilraan	i+ngi+(lraa)+n
pivalliadjutikhainik	pi+vall+i+(adj)+utikh+a+i+nik
qiviaqtuq	qi+(via)+qtuq
aunaaqtuq	a+(una)+a+qtuq
hikuuti	hi+(ku)+uti
imiaqtuq	im+(i)+a+qtuq
tulrujuq	tu+(lru)+j+uq
aallaunahugijaa	aall+a+(unahu)+gijaa
tuniqhaktaujuq	tu+n+(iqhakta)+u+juq
iihijuq	i+(ihi)+j+uq
aatituuqtuq	aatitu+(u)+qtuq
akit	a+(k)+it
aqiaruq	a+qi+aru+(q)
tikinnatik	t+iki+(nna)+tik
tamna	(ta)+mna
akiliqtaa	ak+ili+(q)+taa
naniriaq	na+(ni)+riaq
pivikhaqautikkutlu	pi+(vikhaqauti)+kkut+lu
hapkunani	ha+p+(kun)+ani
kapijuq	ka+(p)+i+j+uq
naunaiyarniit	naun+a+iya+(rni)+it
munarinikkut	mu+na+(r)+inikk+ut
ihuarutikharnik	i+hu+(a)+r+utikh+ar+nik
ivjujuq	ivj+(u)+j+uq
unaluunniit	(una)+lu+unni+it
aallangajuq	a+(alla)+nga+juq
qin’ngurluktuq	qin+’ng+(urlu)+kt+uq
tablu	ta+(blu)
piyaangat	p+(i)+yaang+at
niqikhailliuqhutik	niq+ikh+(ailliuq)+hu+tik
qihigalik	qi+(higa)+lik
munarinikutlu	mu+na+(ri)+nik+utlu
qanuriliurutainnilu	qa+nur+(iliur)+utain+nilu
iliuraiyut	ili+(ura)+iyut
itqumavaquyut	it+qu+(mavaq)+uyut
ikayugianganik	ik+ayu+(gianga)+nik
pivallialiuqpaktuq	pi+vall+i+(aliuqpa)+kt+uq
havagiaqaqtaingit	hav+a+(giaq)+aq+tai+ngit
taktaa	t+ak+(ta)+a
tagjuqtuq	ta+(gju)+qtuq
qajainnaq	(qaja)+in+naq
hiluraqtuq	(hilura)+qtuq
kigutigikhaun	kigut+(igikha)+un
pulaarnirmik	pu+(la)+ar+nir+mik
napaaqtuq	na+(pa)+a+qtuq
aannikhaaqtautikhanik	a+an+n+(ikhaaqta)+utikh+a+nik
iliugailugu	ili+(ugai)+lu+gu
iggiarniluuniit	ig+(giar)+nilu+uniit
arcs	a+(rcs)
katimayiita	kat+ima+(yii)+ta
havaatigut	ha+(va)+at+igut
ahiani	a+(hi)+ani
tattivaluillu	ta+tt+(ivalu)+il+lu
atilingmik	at+ili+(ngmi)+k
kannujaq	ka+(nn)+uja+q
tuhagakhaliriyi	tu+hag+akh+al+(iriyi)
aanniqtuq	a+an+n+(i)+qtuq
ajuqhittuq	aju+(qhi)+tt+uq
inuaqtaujuq	inu+(aqta)+u+juq
october	octobe+(r)
qigliktaqtuq	qi+(gli)+kta+qtuq
nauktaimna	na+(uk)+tai+mna
unaguqtaiqhajait	una+guqta+iq+ha+ja+(i)+t
tukhiqtainni	t+uk+(hiqta)+in+ni
tunihimaaqtunlu	tu+ni+(hima)+aqtun+lu
pivikhainnut	pi+(vi)+kha+in+nut
puvittuq	pu+(vi)+tt+uq
qamauk	qa+(ma)+uk
kingloon	ki+(ngloo)+n
nappaqtirnirmi	na+pp+aqt+(ir)+nir+mi
amaamauti	a+(maama)+uti
atiqtuq	a+(ti)+qtuq
hiun	(hi)+un
puijuq	pu+(i)+j+uq
kanajuraq	ka+na+(ju)+raq
paja	pa+(ja)
ihivriuqtukharnik	ihivr+i+(uqtu)+khar+nik
ihumajuq	i+hu+(ma)+j+uq
ikitaa	i+(ki)+taa
inuinnarnun	inuinna+(r)+n+un
anmuktaa	an+(mu)+kt+a+a
angitqiyamik	angi+(tqiya)+mik
inuinnaqtun	inuinna+(qtu)+n
iglu	(iglu)
iqhigijaa	i+(qhi)+gijaa
itquumayut	it+qu+(umayu)+t
uqaallautijaa	uqa+(alla)+utijaa
ilakuit	i+la+(ku)+it
puukattaq	pu+u+(katta)+q
amaut	a+(ma)+ut
uqquujuq	uq+qu+(u)+j+uq
munagiyukhat	mu+na+(gi)+yu+khat
piniraq	pi+(ni)+raq
nipiliuti	n+ip+(ili)+uti
tagjaaq	ta+(gja)+aq
mabel	ma+(bel)
ulapqidjutauvaktut	ul+apq+(idjutau)+vak+tut
nunijuq	nu+(n)+i+j+uq
uingajuq	u+(i)+nga+juq
aumaallaktuq	auma+(alla)+kt+uq
pitquhirnikkut	pit+q+uhi+(r)+nik+kut
tutqukhimayunik	tutqu+(k)+hima+yu+nik
apihimajuq	a+(pi)+hi+majuq
aniqhaumijaaqtuq	a+niq+ha+(umi)+jaa+qtuq
nivinngaqtaa	n+ivi+(nnga)+qtaa
takpiittuq	t+ak+(pi)+ittuq
anguaqtuq	a+(ngu)+a+qtuq
havaktiyukharnik	hav+akt+(i)+yu+khar+nik
niuqqaqtuq	ni+u+(qqa)+qtuq
havaktakhat	hav+akt+(a)+khat
pivalliadjutikhaniklu	pi+vall+i+(adj)+utikh+a+nik+lu
utirvikharnik	(uti)+rvi+khar+nik
qalahiq	qa+l+(ahi)+q
iliranaqtuq	ilira+(na)+qtuq
tuktunik	tu+(ktu)+nik
manikharvikhaq	man+ik+ha+(rvi)+khaq
aqiaviniq	aq+ia+(vi)+niq
hanimun	h+an+(i)+m+un
qitiqhiq	q+iti+(qhi)+q
tikinnahi	t+iki+(nna)+hi
haniani	ha+(ni)+ani
ilaali	i+la+(ali)
algaujaq	alg+(a)+uja+q
iepngitni	(iep)+ngit+n+i
hivayautiqaqtut	hivay+a+(utiqaq)+tut
ikhivajuq	ik+hiv+(a)+j+uq
ikkitit	ikk+(it)+it
nipiliuruti	n+ip+(iliur)+uti
attatak	att+(ata)+k
niuvuritkhaliqiyitkut	ni+uv+(uritkha)+liq+iyit+kut
aivirniglu	a+ivi+(rni)+g+lu
ublaami	ub+(la)+a+mi
ilihairutingnik	ili+ha+(ir)+ut+ingn+ik
havauhikhanik	hav+a+(uhi)+k+ha+nik
kingmingnak	k+ing+mi+(ngna)+k
havviqun	hav+(vi)+q+un
maniliqiryiryuangit	man+ili+q+(iryiryu)+a+ngit
aquti	a+(q)+uti
majurautit	majuraut+(i)+t
emo	em+(o)
situa	si+tu+(a)
haqiktaut	ha+(qikta)+ut
iharuq	(iharu)+q
in’rutaq	i+(n’r)+ut+aq
makitalviani	ma+ki+ta+(lvi)+ani
nunavunmiut	nuna+(vunmi)+ut
umanga	(uma)+nga
minguliq	mingul+(i)+q
atugiangat	at+u+(gianga)+t
paamnguliaq	pa+(amnguli)+aq
pilakaalaaqtan	pil+ak+a+ala+(aqta)+n
qimujuittuq	qi+(mu)+ju+ittuq
maligutinik	mal+i+(g)+uti+nik
tahitaa	ta+(hi)+taa
unnirluktuq	un+n+(irlu)+kt+uq
nakuugijaa	nakuu+(gi)+jaa
arvaaq	(arva)+aq
havagvik	hav+a+gv+(ik)
malruiqtuqtuq	malru+(iqt)+u+qtuq
hunamiaqtuq	hu+na+(mi)+a+qtuq
nunauyaqmiklu	nuna+(uy)+aq+mik+lu
hiujjarluktuq	hi+ujja+(rlu)+kt+uq
anngun	a+(nngu)+n
nigaq	(ni)+gaq
uqhurjuaqtauti	uqhurjua+(qtau)+ti
qaffiunik	qa+(ffiu)+nik
apqutaittuq	apq+ut+(a)+ittuq
havagviinik	hav+a+gv+(i)+i+nik
hiujjariktuq	hi+ujja+(ri)+kt+uq
tuhaqtaa	tu+(ha)+qtaa
havangtinnagit	hav+ang+(tinna)+git
imannaaqtuq	ima+(nna)+a+qtuq
nakuudjutikhainnutlu	nakuu+(djuti)+kha+in+nut+lu
hikutirvia	h+iku+(ti)+rvi+a
ilihaqpaliknikkut	ili+ha+(qpalik)+nik+kut
ilitturipkaidjutikhanut	ili+t+turip+ka+(idjut)+ik+ha+nut
kangikhimayakhainiklu	ka+ngi+(khima)+ya+khai+nik+lu
imiqtaqti	(imiqta)+qti
iqaluktuutiaq	iqa+luk+(tuuti)+aq
kihaq	ki+(ha)+q
kujaktuq	(kuja)+kt+uq
mitquq	mitqu+(q)
atuqttukhani	at+uqt+(tukh)+ani
pidjutikhanut	p+idjut+(i)+kha+nut
pualriti	pu+alri+(ti)
havakviat	hav+ak+(via)+t
aannialiqtailitikhaniklu	a+an+n+(ialiqtailit)+ikha+nik+lu
havaktauyukhami	hav+akt+(auyukh)+a+mi
naunaikutinikkut	naun+ai+(kut)+inikk+ut
aajuraq	a+(aju)+raq
himmauhiqtaa	h+imma+(uhi)+qtaa
natiruvilaqijuq	natir+uv+(ilaq)+i+j+uq
tahiq	ta+(hiq)
utkuhikhaq	ut+(kuhi)+khaq
pulaaqtuq	pu+(la)+a+qtuq
tingmiaq	tingmi+(a)+q
itqumayumik	itq+(umayu)+mik
taimak	t+a+i+ma+(k)
aviktuqvingniitunik	aviktuqving+n+(ii)+tu+nik
kiinaruq	ki+ina+(ru)+q
havakvianggatni	hav+ak+(vianggat)+ni
kivgaqtuqtuq	kivgaq+tu+(qtu)+q
kiguhiqijuq	ki+guhi+(q)+i+j+uq
taima	ta+i+(ma)
hamma	ha+(mma)
tammaqtuq	ta+(mma)+qtuq
aulapkaidjutimut	aula+pka+(idj)+uti+mut
havauhiqaqtun	hav+a+(uhiq)+aqtun
unnukpan	un+n+(ukpan)
kakkiijauti	ka+(kkiija)+uti
iliharvigijaa	i+li+ha+(rvi)+gijaa
aajjigijaa	a+(ajjig)+i+jaa
hakugingnikhaamutlu	haku+(gi)+ngni+kha+a+mut+lu
mihingnautait	mihi+(ngna)+u+ta+it
mitiq	mi+(ti)+q
talvuuna	ta+lv+(uuna)
angirutiqaqhimayunik	ang+ir+(utiqaq)+hima+yu+nik
takkuuk	ta+(kku)+uk
naarliqtuq	na+(ar)+li+qtuq
hivuniqhipkaqtaa	hivun+iqh+(ipka)+qtaa
haviqquujaq	hav+(iqqu)+uja+q
ihivriuqhijuq	ihivr+i+(uqhi)+j+uq
higaarluktuq	hig+aa+(rlu)+kt+uq
angajuk	ang+aju+(k)
iniqhimayumik	ini+(q)+hima+yu+mik
hunauva	hu+na+(uva)
qikaaqtuq	qi+(ka)+a+qtuq
utimun	u+(ti)+m+un
ikayuutikhallu	ik+ayu+(utikha)+llu
uaqtaa	(u)+a+qtaa
umilruk	u+mi+(lru)+k
nauviktut	n+(auvi)+kt+ut
pijjarluktuq	pi+(jjarlu)+kt+uq
ihumaliurnirmut	i+hu+(maliur)+ni+rm+ut
arnaqtuqtuq	arna+(qtu)+qtuq
ataatattiaq	a+ta+a+ta+(tti)+aq
allaqhijuq	a+ll+(aqhi)+j+uq
ujarak	(ujar)+ak
tigluut	ti+(glu)+ut
hiqiniq	hi+(q)+in+iq
irmiuti	(irmi)+uti
maligaliurvingmi	mal+(igaliu)+rvi+ngmi
munakhivaktut	mu+na+(khi)+vak+tut
tajjagu	ta+(jja)+gu
ipummingajuq	ip+(ummi)+nga+juq
mto	(mto)
qallut	qa+ll+(ut)
ilitturipkaitjutnik	ili+t+turip+ka+(itjut)+nik
tamaaniluunniit	t+ama+(a)+nilu+un+ni+it
avin’ngaq	avi+(n’ng)+aq
nunaqatigiptingnut	nuna+(qatigi)+pting+nut
nipittaaqtuq	ni+pit+(ta)+a+qtuq
tuhujuq	(tuhu)+j+uq
utkuhik	ut+(kuhi)+k
pangnaarjuk	pa+(ngna)+ar+ju+k
aulavikhainni	aula+(vi)+kha+in+ni
pilihaarniq	pi+(lihaar)+niq
halumaittuq	ha+(luma)+ittuq
atuqtaa	a+(tu)+qtaa
qanuqakituvaaa	qan+(uq)+akitu+v+a+a+a
tuphijuq	tu+(phi)+j+uq
mmaamak	m+(maama)+k
hivumuuriaminik	hiv+um+uu+(riam)+i+nik
tipigikhaun	tip+(igikha)+un
qalvaaq	qa+l+(va)+aq
pangniq	pa+ng+(ni)+q
brent	(bren)+t
paunngaq	pa+(unng)+aq
tiiliurvik	ti+(iliur)+vi+k
uaqtiqtuq	u+(aqti)+qtuq
taktuktuq	ta+(ktu)+kt+uq
qinngijuq	qi+(nng)+i+j+uq
havakviangit	hav+ak+(vi)+a+ngit
umngijaqtuq	(umngija)+qtuq
ajurnarmat	aju+(rna)+rma+t
tunuhitaq	tu+n+(uhi)+taq
qanuqtaivakpiuk	qan+(uq)+tai+vak+pi+uk
aqu	a+(qu)
